block_group,wui_flag,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,median_hh_income_3_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,J40,reduced_match_qualify
080050816004,1,0.63,0.35,0.63,0.37,0.42,0.008,FALSE,0,Not Qualifying
080050818001,1,0.68,0.79,0.1,0.9,0.95,0.993,TRUE,1,Qualifying
080050818002,1,0.82,0.34,0.39,0.61,0.94,0.818,TRUE,1,Qualifying
080050818003,1,0.9,0.41,0.43,0.57,0.78,0.604,TRUE,1,Qualifying
080050819001,1,0.37,0.72,0.48,0.52,0.91,0.821,TRUE,1,Qualifying
080050819002,1,0.59,0,0.74,0.26,0.52,0.34,TRUE,1,Qualifying
080050819003,1,0.98,0,0.01,0.99,0.98,1,TRUE,1,Qualifying
080050819004,1,0,0.71,0.12,0.88,0.81,0.927,TRUE,1,Qualifying
080050820001,1,0.3,0.7,0.22,0.78,0.72,0.337,TRUE,1,Qualifying
080050820002,1,0.4,0.54,0.37,0.63,0.91,0.556,TRUE,1,Qualifying
080050820003,1,0.92,0.68,0.15,0.85,0.92,0.928,TRUE,1,Qualifying
080050821002,1,0.77,0.83,0.51,0.49,0.76,0.31,TRUE,0,Qualifying
080050821003,1,0.83,0.67,0.21,0.79,0.89,0.824,TRUE,0,Qualifying
080050822001,1,0.29,0.58,0.34,0.66,0.77,0.096,FALSE,0,Qualifying
080050822003,1,0.65,0.76,0.37,0.63,0.8,0.356,TRUE,0,Qualifying
080050822004,1,0.68,0.94,0.36,0.64,0.95,0.314,TRUE,0,Qualifying
080050823001,1,0.39,0,0.66,0.34,0.22,0.031,TRUE,0,Qualifying
080050823002,1,0.51,0.74,0.69,0.31,0.76,0.537,TRUE,0,Qualifying
080050823003,1,0.66,0.74,0.28,0.72,0.79,0.752,TRUE,0,Qualifying
080050824001,1,0.67,0.28,0.44,0.56,0.69,0.467,TRUE,1,Qualifying
080050824002,1,0.5,0.55,0.35,0.65,0.62,0.186,TRUE,1,Qualifying
080050824003,1,0.93,0,0.05,0.95,0.97,0.953,TRUE,1,Qualifying
080050826002,1,0.88,0.32,0.37,0.63,0.82,0.744,TRUE,0,Qualifying
080050826003,1,0.57,0.93,0.12,0.88,0.91,0.721,TRUE,0,Qualifying
080050826004,1,0.58,0.37,0.14,0.86,0.94,0.76,TRUE,0,Qualifying
080050828004,1,0.73,0.95,0.48,0.52,0.88,0.729,TRUE,0,Qualifying
080050829001,1,0.25,0.44,0.83,0.17,0.39,0.007,TRUE,0,Qualifying
080050829002,1,0.63,0.48,0.61,0.39,0.62,0.002,TRUE,0,Qualifying
080050829003,1,0.46,0.3,0.59,0.41,0.63,0.122,TRUE,0,Qualifying
080050830001,1,0.18,0.47,0.9,0.1,0.48,0.065,TRUE,0,Qualifying
080050830002,1,0.2,0.88,0.85,0.15,0.58,0.019,TRUE,0,Qualifying
080050831002,1,0.72,0.66,0.4,0.6,0.74,0.14,TRUE,0,Qualifying
080050831003,1,0.53,0.66,0.61,0.39,0.6,0.015,TRUE,0,Qualifying
080050832011,1,0.48,0.45,0.78,0.22,0.63,0.226,TRUE,0,Qualifying
080050832012,1,0.09,0.24,0.74,0.26,0.47,0,TRUE,0,Qualifying
080050832013,1,0.62,0.42,0.92,0.08,0.91,0.047,TRUE,0,Qualifying
080050832021,1,0.1,0,0.76,0.24,0.21,0,FALSE,0,Not Qualifying
080050832022,1,0.52,0.49,0.79,0.21,0.65,0.046,FALSE,0,Not Qualifying
080050833002,1,0.5,0.4,0.59,0.41,0.66,0.043,FALSE,0,Not Qualifying
080050834001,1,0.6,0.45,0.67,0.33,0.47,0.035,FALSE,0,Not Qualifying
080050834002,1,0.82,0.36,0.59,0.41,0.54,0,TRUE,0,Qualifying
080050834003,1,0.13,0.24,0.72,0.28,0.58,0.129,TRUE,0,Qualifying
080050836001,1,0.75,0.41,0.34,0.66,0.84,0.308,TRUE,0,Qualifying
080050836002,1,0.45,0.92,0.38,0.62,0.58,0.258,FALSE,0,Not Qualifying
080050837001,1,0.28,0.4,0.69,0.31,0.28,0.01,FALSE,0,Not Qualifying
080050837002,1,0.36,0.83,0.63,0.37,0.48,0.001,TRUE,0,Qualifying
080050839001,1,0.52,0.98,0.33,0.67,0.51,0.016,FALSE,0,Not Qualifying
080050841001,1,0.71,0.59,0.71,0.29,0.75,0.051,FALSE,0,Not Qualifying
080050841002,1,0.71,0.55,0.24,0.76,0.61,0.132,TRUE,0,Qualifying
080050841003,1,0.76,0.56,0.59,0.41,0.82,0.537,FALSE,0,Qualifying
080050842001,1,0.44,0.49,0.68,0.32,0.69,0.161,FALSE,0,Not Qualifying
080050842002,1,0.77,0.33,0.55,0.45,0.76,0.087,TRUE,0,Qualifying
080050842003,1,0.81,0.28,0.4,0.6,0.87,0.551,TRUE,0,Qualifying
080050843002,1,0.24,0.41,0.71,0.29,0.58,0.002,FALSE,0,Not Qualifying
080050844001,1,0.46,0.37,0.77,0.23,0.59,0.054,TRUE,0,Qualifying
080050844002,1,0.81,0.95,0.4,0.6,0.73,0.242,FALSE,0,Not Qualifying
080050845002,1,0.56,0.35,0.2,0.8,0.51,0.074,FALSE,0,Not Qualifying
080050848001,1,0.31,0,0.77,0.23,0.19,0.002,FALSE,0,Not Qualifying
080050848002,1,0.55,0.64,0.66,0.34,0.77,0.072,FALSE,0,Qualifying
080050848003,1,0.33,0,0.77,0.23,0.38,0.068,FALSE,0,Not Qualifying
080050849001,1,0,0.24,0.93,0.07,0.14,0,FALSE,0,Not Qualifying
080050849002,1,0.36,0.38,0.95,0.05,0.42,0,FALSE,0,Not Qualifying
080050850001,1,0.68,0.65,0.61,0.39,0.69,0.028,FALSE,0,Not Qualifying
080050851001,1,0.17,0.64,0.95,0.05,0.53,0.005,FALSE,0,Not Qualifying
080050851002,1,0.12,0,0.93,0.07,0.15,0.004,FALSE,0,Not Qualifying
080050851003,1,0.14,0.33,0.99,0.01,0.57,0,FALSE,0,Not Qualifying
080050852001,1,0.09,0.3,0.96,0.04,0.4,0,FALSE,0,Not Qualifying
080050852002,1,0,0.64,0.92,0.08,0.27,0,FALSE,0,Not Qualifying
080050853001,1,0.28,0.67,0.82,0.18,0.29,0,FALSE,0,Not Qualifying
080050854003,1,0.16,0,0.8,0.2,0.23,0.001,FALSE,0,Not Qualifying
080050855002,1,0,0.51,0.93,0.07,0.17,0,FALSE,0,Not Qualifying
080050857001,1,0.31,0.4,0.34,0.66,0.61,0.321,TRUE,0,Qualifying
080050857002,1,0.18,0.55,0.65,0.35,0.7,0.07,FALSE,0,Not Qualifying
080050857003,1,0.17,0.52,0.44,0.56,0.62,0.136,TRUE,0,Qualifying
080050858001,1,0.18,0.69,0.77,0.23,0.4,0,FALSE,0,Not Qualifying
080050859001,1,0.26,0.58,0.89,0.11,0.55,0,TRUE,0,Qualifying
080050859002,1,0.4,0.22,0.74,0.26,0.3,0.01,TRUE,0,Qualifying
080050860021,1,0.71,0.24,0.55,0.45,0.74,0.006,FALSE,0,Not Qualifying
080050861003,1,0.42,0.72,0.73,0.27,0.82,0.042,FALSE,0,Qualifying
080050863001,1,0.3,0.5,0.92,0.08,0.3,0.001,FALSE,0,Not Qualifying
080050863002,1,0.49,0.38,0.27,0.73,0.7,0.101,FALSE,0,Not Qualifying
080050863003,1,0.64,0.52,0.74,0.26,0.56,0.08,FALSE,0,Not Qualifying
080050863004,1,0.46,0.61,0.45,0.55,0.71,0.25,FALSE,0,Not Qualifying
080050864001,1,0.44,0.32,0.97,0.03,0.29,0,FALSE,0,Not Qualifying
080050864002,1,0.24,0.42,0.98,0.02,0.22,0,FALSE,0,Not Qualifying
080050865001,1,0.77,0.37,0.33,0.67,0.76,0.03,TRUE,0,Qualifying
080050865002,1,0.25,0.78,0.94,0.06,0.42,0.003,FALSE,0,Not Qualifying
080050865003,1,0,0.82,0.78,0.22,0.24,0.016,FALSE,0,Not Qualifying
080050866001,1,0.21,0.22,0.63,0.37,0.18,0,FALSE,0,Not Qualifying
080050866002,1,0.21,0.24,0.76,0.24,0.16,0,FALSE,0,Not Qualifying
080050866003,1,0,0,0.35,0.65,0,0,FALSE,0,Not Qualifying
080050867001,1,0.51,0.7,0.92,0.08,0.54,0,FALSE,0,Not Qualifying
080050867002,1,0.14,0,0.98,0.02,0.1,0,FALSE,0,Not Qualifying
080050873013,1,0.92,0,0.25,0.75,0.81,0.713,TRUE,0,Qualifying
080059800001,1,0,0,0.99,0.01,0.01,0.622,TRUE,0,Qualifying
080079404001,1,0.68,0.9,0.43,0.57,0.78,0.68,NA,1,Not Qualifying
080079404002,1,0.58,0.63,0.12,0.88,0.69,0.062,NA,1,Not Qualifying
080079742011,1,0,0,0.41,0.59,0.04,0,FALSE,0,Not Qualifying
080079742012,1,0,0.68,0.7,0.3,0.43,0.201,FALSE,0,Not Qualifying
080079742021,1,0.55,0.36,0.26,0.74,0.54,0.151,FALSE,0,Not Qualifying
080079742022,1,0.08,0.99,0.13,0.87,0.61,0.339,FALSE,0,Not Qualifying
080079742023,1,0.15,0,0.45,0.55,0.05,0.174,FALSE,0,Not Qualifying
080079742024,1,0.1,0,0.41,0.59,0.47,0.09,FALSE,0,Not Qualifying
080079743001,1,0.64,0.57,0.35,0.65,0.53,0.041,NA,1,Not Qualifying
080079743002,1,0.7,0.6,0.11,0.89,0.96,0.697,TRUE,1,Qualifying
080079743003,1,0.31,0,0.29,0.71,0.2,0.144,TRUE,1,Qualifying
080079744001,1,0.97,0.67,0.03,0.97,0.94,0.968,TRUE,1,Qualifying
080079744002,1,0.38,0,0.6,0.4,0.04,0.011,TRUE,1,Qualifying
080079744003,1,0.65,0.73,0.28,0.72,0.73,0.21,TRUE,1,Qualifying
080099646001,1,0.94,0.26,0,1,0.84,0.943,TRUE,1,Qualifying
080099646002,1,0.85,0.29,0.21,0.79,0.46,0.005,TRUE,1,Qualifying
080099647001,1,0.89,0.69,0.04,0.96,0.76,0.261,TRUE,1,Qualifying
080099647002,1,0.88,0,0.07,0.93,0.63,0.028,TRUE,1,Qualifying
080119667011,1,0.98,0.51,0.09,0.91,0.99,0.994,TRUE,1,Qualifying
080119667021,1,0.84,0.22,0.29,0.71,0.51,0.065,TRUE,1,Qualifying
080119667022,1,0.88,0,0.04,0.96,0.58,0.742,TRUE,1,Qualifying
080119667023,1,0.9,0.88,0.02,0.98,0.9,0.961,TRUE,1,Qualifying
080119667024,1,0.94,0.94,0.17,0.83,0.96,0.941,TRUE,1,Qualifying
080130121011,1,0.3,0.81,0.97,0.03,0.45,0.043,FALSE,0,Not Qualifying
080130121012,1,0.11,0.64,0.91,0.09,0.12,0.016,FALSE,0,Not Qualifying
080130121013,1,0.48,0.82,0.9,0.1,0.33,0.018,FALSE,0,Not Qualifying
080130121014,1,0.66,0.36,0.99,0,0.54,0.02,FALSE,0,Not Qualifying
080130121032,1,0.18,0.71,0.88,0.12,0.46,0,FALSE,0,Not Qualifying
080130121033,1,0.63,0.56,0.4,0.6,0.33,0.009,FALSE,0,Not Qualifying
080130121041,1,0.62,0,0.89,0.11,0.58,0.311,FALSE,0,Not Qualifying
080130121042,1,0.09,0.65,0.81,0.19,0.06,0.002,FALSE,0,Not Qualifying
080130121051,1,0.23,0.3,0.47,0.53,0.58,0.151,FALSE,0,Not Qualifying
080130121052,1,0.73,0.69,0.33,0.67,0.87,0.851,TRUE,0,Qualifying
080130121053,1,0.44,0.94,0.97,0.03,0.48,0.02,FALSE,0,Not Qualifying
080130122011,1,0.81,0.51,0.16,0.84,0.58,0.524,FALSE,0,Not Qualifying
080130122012,1,0.95,0.68,0.46,0.54,0.37,0.053,TRUE,0,Qualifying
080130122013,1,0.86,0.23,0.75,0.25,0.39,0.006,FALSE,0,Not Qualifying
080130122071,1,0.45,0,0.33,0.67,0.53,0.469,TRUE,0,Qualifying
080130122072,1,0.94,0.76,0.29,0.71,0.92,0.739,FALSE,0,Qualifying
080130122082,1,0.56,0,0.85,0.15,0.28,0.047,FALSE,0,Not Qualifying
080130124013,1,0.81,0,0.02,0.98,0.62,0.078,FALSE,0,Not Qualifying
080130125011,1,0.52,0.84,0.63,0.37,0.27,0.001,FALSE,0,Not Qualifying
080130125012,1,0.22,0.56,0.84,0.16,0.07,0.091,FALSE,0,Not Qualifying
080130125051,1,0.87,0.81,0.74,0.26,0.34,0.098,FALSE,0,Not Qualifying
080130125052,1,0.43,0.34,0.97,0.03,0.48,0,FALSE,0,Not Qualifying
080130125053,1,0.31,0.51,0.98,0.02,0.4,0.004,FALSE,0,Not Qualifying
080130125071,1,0.9,0.91,0.3,0.7,0.66,0.451,TRUE,0,Qualifying
080130125072,1,0.97,0.81,0.27,0.73,0.6,0.142,TRUE,0,Qualifying
080130125073,1,0.68,0.71,0.86,0.14,0.53,0.01,FALSE,0,Not Qualifying
080130125081,1,0.16,0.31,0.61,0.39,0.04,0.002,FALSE,0,Not Qualifying
080130125082,1,0.81,0.85,0.29,0.71,0.71,0.246,FALSE,0,Not Qualifying
080130125091,1,0.26,0,0.98,0.02,0.11,0.001,FALSE,0,Not Qualifying
080130125101,1,0.3,0.39,0.99,0.01,0.15,0.043,FALSE,0,Not Qualifying
080130125102,1,0.6,0.63,0.87,0.13,0.57,0.006,FALSE,0,Not Qualifying
080130125103,1,0.7,0.35,0.7,0.3,0.15,0,FALSE,0,Not Qualifying
080130125104,1,0.76,0.52,0.45,0.55,0.36,0.03,FALSE,0,Not Qualifying
080130125111,1,0.81,0.36,0.29,0.71,0.56,0.02,TRUE,0,Qualifying
080130125112,1,0.85,0.67,0.38,0.62,0.69,0.087,FALSE,0,Not Qualifying
080130126031,1,0.51,0.33,0.85,0.15,0.17,0.003,FALSE,0,Not Qualifying
080130126032,1,0.12,0,0.97,0.03,0.05,0,FALSE,0,Not Qualifying
080130126033,1,0.74,0.73,0.81,0.19,0.43,0.031,FALSE,0,Not Qualifying
080130126051,1,0.32,0.51,0.13,0.87,0.64,0.634,TRUE,0,Qualifying
080130127011,1,0,0,0.88,0.12,0.04,0.001,FALSE,0,Not Qualifying
080130127012,1,0.08,0.31,0.96,0.04,0.12,0.002,FALSE,0,Not Qualifying
080130127013,1,0.32,0.37,0.85,0.15,0.3,0,FALSE,0,Not Qualifying
080130127014,1,0.64,0.9,0.28,0.72,0.59,0.213,FALSE,0,Not Qualifying
080130127051,1,0.87,0.76,0.43,0.57,0.73,0.205,FALSE,0,Not Qualifying
080130127052,1,0.59,0.28,0.69,0.31,0.1,0.008,FALSE,0,Not Qualifying
080130127053,1,0,0.94,0.83,0.17,0.15,0.023,FALSE,0,Not Qualifying
080130127054,1,0.56,0.55,0.49,0.51,0.2,0.006,FALSE,0,Not Qualifying
080130127055,1,0.8,0.99,0.71,0.29,0.66,0.332,FALSE,0,Not Qualifying
080130127071,1,0.75,0.48,0.17,0.83,0.64,0.305,TRUE,1,Qualifying
080130127072,1,0.19,0.52,0.95,0.05,0.26,0,TRUE,1,Qualifying
080130127081,1,0.3,0.54,0.8,0.2,0.28,0.005,FALSE,0,Not Qualifying
080130127082,1,0,0,0.98,0.02,0.02,0.008,FALSE,0,Not Qualifying
080130127083,1,0,0.75,0.8,0.2,0.16,0.006,FALSE,0,Not Qualifying
080130127084,1,0.8,0,0.73,0.27,0.25,0.085,FALSE,0,Not Qualifying
080130127085,1,0.49,0.55,0.73,0.27,0.58,0.067,FALSE,0,Not Qualifying
080130127091,1,0.8,0.91,0.75,0.25,0.41,0.001,FALSE,0,Not Qualifying
080130127101,1,0,0,0.93,0.07,0.01,0,FALSE,0,Not Qualifying
080130127102,1,0.39,0.27,0.85,0.15,0.35,0,FALSE,0,Not Qualifying
080130127103,1,0.46,0.24,0.93,0.07,0.09,0,FALSE,0,Not Qualifying
080130128011,1,0,0,0.95,0.05,0.01,0.004,FALSE,0,Not Qualifying
080130128012,1,0.35,0.34,0.89,0.11,0.29,0,FALSE,0,Not Qualifying
080130128013,1,0.54,0.48,0.93,0.07,0.58,0,FALSE,0,Not Qualifying
080130128021,1,0.15,0.54,0.83,0.17,0.13,0,FALSE,0,Not Qualifying
080130128022,1,0.51,0.83,0.84,0.16,0.42,0,FALSE,0,Not Qualifying
080130128023,1,0.25,0.96,0.99,0,0.18,0.163,FALSE,0,Not Qualifying
080130128024,1,0.27,0,0.93,0.07,0.38,0.037,FALSE,0,Not Qualifying
080130129031,1,0.35,0.69,0.87,0.13,0.41,0.008,FALSE,0,Not Qualifying
080130129032,1,0.11,0.6,0.71,0.29,0.51,0.001,FALSE,0,Not Qualifying
080130129042,1,0.6,0,0.87,0.13,0.47,0.008,FALSE,0,Not Qualifying
080130129043,1,0.13,0.39,0.75,0.25,0.12,0.006,FALSE,0,Not Qualifying
080130129044,1,0.4,0,0.83,0.17,0.03,0.065,FALSE,0,Not Qualifying
080130129071,1,0.2,0.35,0.7,0.3,0.13,0,FALSE,0,Not Qualifying
080130129072,1,0.34,0,0.92,0.08,0.24,0,FALSE,0,Not Qualifying
080130130031,1,0.27,0.8,0.88,0.12,0.19,0,FALSE,0,Not Qualifying
080130130032,1,0.39,0,0.76,0.24,0.21,0.025,FALSE,0,Not Qualifying
080130130033,1,0.23,0,0.94,0.06,0.12,0.033,FALSE,0,Not Qualifying
080130130034,1,0.47,0.68,0.71,0.28,0.25,0,FALSE,0,Not Qualifying
080130130035,1,0.42,0.3,0.77,0.23,0.33,0.052,FALSE,0,Not Qualifying
080130130041,1,0.4,0.23,0.62,0.38,0.67,0.04,FALSE,0,Not Qualifying
080130130042,1,0,0.54,0.98,0.02,0.16,0,FALSE,0,Not Qualifying
080130130051,1,0.25,0.25,0.86,0.14,0.01,0,FALSE,0,Not Qualifying
080130130052,1,0.44,0.56,0.81,0.19,0.24,0,FALSE,0,Not Qualifying
080130130061,1,0.64,0,0.66,0.34,0.21,0.001,FALSE,0,Not Qualifying
080130130062,1,0.26,0.39,0.96,0.04,0.38,0,FALSE,0,Not Qualifying
080130130063,1,0.51,0.39,0.9,0.1,0.37,0,FALSE,0,Not Qualifying
080130132011,1,0.7,0.68,0.74,0.26,0.38,0,FALSE,0,Not Qualifying
080130132021,1,0.35,0,0.84,0.16,0.07,0,FALSE,0,Not Qualifying
080130132022,1,0,0,0.7,0.29,0.01,0.003,FALSE,0,Not Qualifying
080130132051,1,0,0.72,0.81,0.19,0.06,0,FALSE,0,Not Qualifying
080130132052,1,0.67,0,0.95,0.05,0.09,0.108,FALSE,0,Not Qualifying
080130132053,1,0.64,0.67,0.75,0.25,0.56,0.023,FALSE,0,Not Qualifying
080130132054,1,0.35,0.9,0.82,0.18,0.19,0.004,FALSE,0,Not Qualifying
080130132071,1,0.6,0.4,0.58,0.42,0.14,0,FALSE,0,Not Qualifying
080130132072,1,0.77,0.73,0.37,0.63,0.61,0.312,TRUE,0,Qualifying
080130132073,1,0.22,0.69,0.91,0.09,0.2,0.015,FALSE,0,Not Qualifying
080130132082,1,0,0.44,0.55,0.45,0.46,0.175,FALSE,0,Not Qualifying
080130132083,1,0.41,0.76,0.55,0.45,0.28,0.011,FALSE,0,Not Qualifying
080130132084,1,0,0.73,0.81,0.19,0.39,0.084,FALSE,0,Not Qualifying
080130132101,1,0.46,0.88,0.35,0.65,0.68,0.126,TRUE,0,Qualifying
080130132102,1,0.65,0.83,0.61,0.39,0.73,0.212,TRUE,0,Qualifying
080130132103,1,0.64,0.85,0.43,0.57,0.56,0.14,FALSE,0,Not Qualifying
080130132111,1,0.27,0,0.92,0.08,0.35,0,FALSE,0,Not Qualifying
080130132112,1,0,0,0.97,0.03,0.02,0.001,FALSE,0,Not Qualifying
080130132114,1,0.63,0.3,0.65,0.35,0.51,0.079,FALSE,0,Not Qualifying
080130132115,1,0.32,0.65,0.64,0.36,0.22,0.045,FALSE,0,Not Qualifying
080130132116,1,0.76,0.9,0.8,0.2,0.78,0.304,FALSE,0,Qualifying
080130132121,1,0.47,0,0.84,0.16,0.21,0.084,FALSE,0,Not Qualifying
080130132122,1,0.12,0.59,0.94,0.06,0.29,0,FALSE,0,Not Qualifying
080130132123,1,0.47,0.73,0.61,0.39,0.37,0.021,TRUE,0,Qualifying
080130132124,1,0.74,0.75,0.16,0.84,0.77,0.457,TRUE,0,Qualifying
080130132141,1,0.37,0.3,0.97,0.03,0.13,0.002,FALSE,0,Not Qualifying
080130132142,1,0.18,0.43,0.65,0.35,0.27,0,FALSE,0,Not Qualifying
080130132151,1,0,0,0.85,0.15,0,0.004,FALSE,0,Not Qualifying
080130132152,1,0.74,0.9,0.16,0.84,0.7,0.215,FALSE,0,Not Qualifying
080130132153,1,0.45,0.65,0.97,0.03,0.52,0.001,FALSE,0,Not Qualifying
080130133023,1,0.75,0,0.1,0.9,0.21,0.187,TRUE,0,Qualifying
080130133024,1,0.83,0,0.69,0.31,0.08,0.036,FALSE,0,Not Qualifying
080130133025,1,0.91,0.56,0.35,0.65,0.71,0.019,FALSE,0,Not Qualifying
080130133051,1,0.12,0.33,0.68,0.32,0.3,0.009,FALSE,0,Not Qualifying
080130133053,1,0.6,0.51,0.71,0.29,0.28,0.154,TRUE,0,Qualifying
080130133061,1,0.29,0.65,0.42,0.58,0.45,0.038,FALSE,0,Not Qualifying
080130134011,1,0.38,0.68,0.51,0.49,0.54,0.819,TRUE,1,Qualifying
080130134012,1,0.71,0.83,0.11,0.89,0.63,0.76,TRUE,1,Qualifying
080130134021,1,0.78,0.85,0.7,0.3,0.95,0.749,TRUE,0,Qualifying
080130134022,1,0.56,0.61,0.68,0.32,0.29,0.047,FALSE,0,Not Qualifying
080130134023,1,0.5,0.33,0.53,0.47,0.07,0,FALSE,0,Not Qualifying
080130135052,1,0.19,0.7,0.18,0.82,0.78,0.644,TRUE,1,Qualifying
080130135053,1,0.5,0.47,0.29,0.71,0.67,0.149,TRUE,1,Qualifying
080130135061,1,0.09,0,0.69,0.31,0.01,0,FALSE,0,Not Qualifying
080130135081,1,0.23,0,0.7,0.3,0.07,0.001,FALSE,0,Not Qualifying
080130135082,1,0.24,0.44,0.77,0.23,0.05,0,FALSE,0,Not Qualifying
080130135083,1,0,0,0.69,0.3,0.07,0.006,FALSE,0,Not Qualifying
080130135084,1,0.68,0.54,0.43,0.57,0.61,0.323,FALSE,0,Not Qualifying
080130136011,1,0.32,0.24,0.84,0.16,0.04,0,FALSE,0,Not Qualifying
080130136012,1,0.27,0.64,0.8,0.2,0.29,0.006,FALSE,0,Not Qualifying
080130136013,1,0.66,0,0.8,0.2,0.43,0.105,FALSE,0,Not Qualifying
080130136021,1,0.54,0.73,0.71,0.28,0.04,0,FALSE,0,Not Qualifying
080130136022,1,0.35,0,0.92,0.08,0.23,0,FALSE,0,Not Qualifying
080130137031,1,0.62,0.29,0.83,0.17,0.41,0.079,FALSE,0,Not Qualifying
080130137032,1,0.7,0.28,0.43,0.57,0.42,0.234,FALSE,0,Not Qualifying
080130137041,1,0.76,0.74,0.74,0.26,0.49,0.177,FALSE,0,Not Qualifying
080130137042,1,0.2,0,0.77,0.23,0.1,0.196,FALSE,0,Not Qualifying
080130137043,1,0.56,0.41,0.76,0.24,0.23,0.043,FALSE,0,Not Qualifying
080130137044,1,0.5,0.94,0.87,0.13,0.27,0.118,FALSE,0,Not Qualifying
080130137051,1,0,0.42,0.72,0.28,0.02,0.004,FALSE,0,Not Qualifying
080130137052,1,0.18,0.47,0.42,0.58,0.24,0.033,FALSE,0,Not Qualifying
080130137053,1,0.98,0,0.17,0.83,0.6,0.418,FALSE,0,Not Qualifying
080130137061,1,0.38,0.26,0.7,0.3,0.14,0.002,FALSE,0,Not Qualifying
080130137062,1,0.35,0.95,0.75,0.25,0.13,0.061,FALSE,0,Not Qualifying
080130137063,1,0.45,0.84,0.85,0.15,0.21,0.067,FALSE,0,Not Qualifying
080130137064,1,0.55,0.63,0.71,0.29,0.04,0.038,FALSE,0,Not Qualifying
080130606011,1,0,0,0.9,0.1,0.31,0.07,FALSE,0,Not Qualifying
080130606012,1,0.25,0.39,0.8,0.2,0.15,0.015,FALSE,0,Not Qualifying
080130606021,1,0.2,0.27,0.94,0.06,0.65,0.081,FALSE,0,Not Qualifying
080130607001,1,0,0.66,0.98,0.02,0.31,0.006,FALSE,0,Not Qualifying
080130607002,1,0.35,0.81,0.7,0.3,0.48,0.001,FALSE,0,Not Qualifying
080130607003,1,0.45,0.8,0.74,0.26,0.4,0.007,FALSE,0,Not Qualifying
080130608011,1,1,0,0.35,0.65,0.83,0.471,FALSE,0,Qualifying
080130608012,1,0,0,0.63,0.37,0.47,0.014,FALSE,0,Not Qualifying
080130608013,1,0.54,0.78,0.29,0.71,0.77,0.092,FALSE,0,Qualifying
080130608021,1,0.8,0.78,0.18,0.82,0.99,0.968,TRUE,0,Qualifying
080130608022,1,0.94,0.7,0.42,0.58,0.62,0.248,TRUE,0,Qualifying
080130608024,1,0.16,0.39,0.79,0.21,0.43,0.009,FALSE,0,Not Qualifying
080130609001,1,0.19,0.71,0.66,0.34,0.27,0.001,FALSE,0,Not Qualifying
080130609002,1,0.19,0.47,0.81,0.19,0.1,0,FALSE,0,Not Qualifying
080130609003,1,0.84,0.81,0.29,0.71,0.85,0.533,FALSE,0,Qualifying
080130613001,1,0.16,0.29,0.98,0.02,0.35,0,FALSE,0,Not Qualifying
080130613002,1,0.14,0.71,0.98,0.02,0.45,0,FALSE,0,Not Qualifying
080130614001,1,0.33,0.45,0.97,0.03,0.57,0.001,FALSE,0,Not Qualifying
080130614002,1,0.11,0.7,0.92,0.08,0.52,0,FALSE,0,Not Qualifying
080140300002,1,0.36,0.5,0.54,0.46,0.43,0.003,FALSE,0,Not Qualifying
080140301002,1,0.24,0.79,0.57,0.43,0.38,0.003,FALSE,0,Not Qualifying
080140302001,1,0.44,0.36,0.6,0.4,0.63,0.055,FALSE,0,Not Qualifying
080140303001,1,0.91,0,0.33,0.67,0.57,0.023,FALSE,0,Not Qualifying
080140303002,1,0.38,0.31,0.48,0.52,0.32,0,FALSE,0,Not Qualifying
080140304001,1,0.56,0.4,0.91,0.09,0.34,0.191,FALSE,0,Not Qualifying
080140304002,1,0.11,0.81,0.96,0.04,0.23,0,FALSE,0,Not Qualifying
080140304003,1,0.1,0.39,0.77,0.23,0.09,0.001,FALSE,0,Not Qualifying
080140305004,1,0.12,0.7,0.93,0.07,0.11,0,FALSE,0,Not Qualifying
080140306001,1,0,0,0.66,0.34,0.07,0.04,FALSE,0,Not Qualifying
080140307001,1,0.48,0.28,0.86,0.14,0.11,0,FALSE,0,Not Qualifying
080140307002,1,0.47,0.22,0.67,0.33,0.22,0,FALSE,0,Not Qualifying
080140308001,1,0.13,0.51,0.81,0.19,0.05,0.001,FALSE,0,Not Qualifying
080140308002,1,0.84,0.33,0.51,0.49,0.94,0.62,TRUE,0,Qualifying
080140308004,1,0.6,0.55,0.8,0.2,0.48,0.015,FALSE,0,Not Qualifying
080140309001,1,0.11,0.25,0.98,0.02,0.2,0,FALSE,0,Not Qualifying
080140309002,1,0.24,0.8,0.87,0.13,0.35,0.015,FALSE,0,Not Qualifying
080140309003,1,0,0.59,0.62,0.38,0.44,0.002,FALSE,0,Not Qualifying
080140309004,1,0.53,0.64,0.74,0.26,0.4,0,FALSE,0,Not Qualifying
080140310001,1,0.19,0.41,0.88,0.12,0.07,0.003,FALSE,0,Not Qualifying
080140310002,1,0.48,0.5,0.77,0.23,0.22,0,FALSE,0,Not Qualifying
080140310003,1,0.31,0.31,0.87,0.13,0.33,0.002,FALSE,0,Not Qualifying
080140311011,1,0.48,0.72,0.52,0.48,0.26,0.09,FALSE,0,Not Qualifying
080140311012,1,0.47,0.7,0.42,0.58,0.42,0.016,TRUE,0,Qualifying
080140311021,1,0.79,0.73,0.49,0.51,0.59,0.1,FALSE,0,Not Qualifying
